DiseaseIndex,DiseaseID,Disease_Name,target_id,gene,ensembl_id,target_name,score,source,mapped_disease_id,mapped_disease_name
410,DIS8K27O,Ulcerative colitis,PDGFB,PDGFB,ENSG00000100311,platelet derived growth factor subunit B,0.4432890187794943,OpenTargets,MONDO_0005101,ulcerative colitis
410,DIS8K27O,Ulcerative colitis,TMCO4,TMCO4,ENSG00000162542,transmembrane and coiled-coil domains 4,0.4394063455814004,OpenTargets,MONDO_0005101,ulcerative colitis
410,DIS8K27O,Ulcerative colitis,CCRL2,CCRL2,ENSG00000121797,C-C motif chemokine receptor like 2,0.4382589006357704,OpenTargets,MONDO_0005101,ulcerative colitis
410,DIS8K27O,Ulcerative colitis,STAT3,STAT3,ENSG00000168610,signal transducer and activator of transcription 3,0.4367179184780321,OpenTargets,MONDO_0005101,ulcerative colitis
410,DIS8K27O,Ulcerative colitis,SLC26A3,SLC26A3,ENSG00000091138,solute carrier family 26 member 3,0.4356023088302182,OpenTargets,MONDO_0005101,ulcerative colitis
410,DIS8K27O,Ulcerative colitis,CCL20,CCL20,ENSG00000115009,C-C motif chemokine ligand 20,0.42498995248446575,OpenTargets,MONDO_0005101,ulcerative colitis
410,DIS8K27O,Ulcerative colitis,DLD,DLD,ENSG00000091140,dihydrolipoamide dehydrogenase,0.4247318476840151,OpenTargets,MONDO_0005101,ulcerative colitis
410,DIS8K27O,Ulcerative colitis,PARK7,PARK7,ENSG00000116288,Parkinsonism associated deglycase,0.4207484970670639,OpenTargets,MONDO_0005101,ulcerative colitis
410,DIS8K27O,Ulcerative colitis,MAP3K8,MAP3K8,ENSG00000107968,mitogen-activated protein kinase kinase kinase 8,0.41826730994921474,OpenTargets,MONDO_0005101,ulcerative colitis
410,DIS8K27O,Ulcerative colitis,IL17REL,IL17REL,ENSG00000188263,interleukin 17 receptor E like,0.4166635104272159,OpenTargets,MONDO_0005101,ulcerative colitis
410,DIS8K27O,Ulcerative colitis,TNRC18,TNRC18,ENSG00000182095,trinucleotide repeat containing 18,0.4152318584977766,OpenTargets,MONDO_0005101,ulcerative colitis
410,DIS8K27O,Ulcerative colitis,OSMR,OSMR,ENSG00000145623,oncostatin M receptor,0.3988724358545831,OpenTargets,MONDO_0005101,ulcerative colitis
411,DIS8KHDE,Meningeal tuberculosis,NR3C1,NR3C1,ENSG00000113580,nuclear receptor subfamily 3 group C member 1,0.5676983200561131,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,ADA,ADA,ENSG00000196839,adenosine deaminase,0.10732587855509579,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,MMP9,MMP9,ENSG00000100985,matrix metallopeptidase 9,0.09196300561484062,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,TNF,TNF,ENSG00000232810,tumor necrosis factor,0.09123993512207786,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,VEGFA,VEGFA,ENSG00000112715,vascular endothelial growth factor A,0.0907079687750649,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,NCAM1,NCAM1,ENSG00000149294,neural cell adhesion molecule 1,0.07675968259659763,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,CD163,CD163,ENSG00000177575,CD163 molecule,0.07668781984707562,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,HSP90B2P,HSP90B2P,ENSG00000259706,"heat shock protein 90 beta family member 2, pseudogene",0.07576387021036386,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,HMGB1,HMGB1,ENSG00000189403,high mobility group box 1,0.07502471050099445,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,PTGS2,PTGS2,ENSG00000073756,prostaglandin-endoperoxide synthase 2,0.07391597093694036,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,PTGS1,PTGS1,ENSG00000095303,prostaglandin-endoperoxide synthase 1,0.07391597093694036,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,CXCL8,CXCL8,ENSG00000169429,C-X-C motif chemokine ligand 8,0.07047955823964626,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,GBP5,GBP5,ENSG00000154451,guanylate binding protein 5,0.06837227311666984,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,LCN2,LCN2,ENSG00000148346,lipocalin 2,0.06717403300260241,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,CD40LG,CD40LG,ENSG00000102245,CD40 ligand,0.054503321890539344,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,CRP,CRP,ENSG00000132693,C-reactive protein,0.05307832785569487,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,CD79A,CD79A,ENSG00000105369,CD79a molecule,0.05269734140279733,OpenTargets,MONDO_0006042,meningeal tuberculosis
411,DIS8KHDE,Meningeal tuberculosis,S100A8,S100A8,ENSG00000143546,S100 calcium binding protein A8,0.050688377804617234,OpenTargets,MONDO_0006042,meningeal tuberculosis
412,DIS8KLVM,Acute graft versus host disease,NR3C1,NR3C1,ENSG00000113580,nuclear receptor subfamily 3 group C member 1,0.4118376163821251,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,DHFR,DHFR,ENSG00000228716,dihydrofolate reductase,0.33214962829080114,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,IL2RA,IL2RA,ENSG00000134460,interleukin 2 receptor subunit alpha,0.3237036142897264,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,IL2RB,IL2RB,ENSG00000100385,interleukin 2 receptor subunit beta,0.3210724987573346,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,IL2RG,IL2RG,ENSG00000147168,interleukin 2 receptor subunit gamma,0.3199534930862059,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,JAK1,JAK1,ENSG00000162434,Janus kinase 1,0.3162859661927257,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,JAK2,JAK2,ENSG00000096968,Janus kinase 2,0.31618426956041545,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,JAK3,JAK3,ENSG00000105639,Janus kinase 3,0.31548204015968667,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,TYK2,TYK2,ENSG00000105397,tyrosine kinase 2,0.31441949807746816,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,TNF,TNF,ENSG00000232810,tumor necrosis factor,0.2954506480420134,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,DPP4,DPP4,ENSG00000197635,dipeptidyl peptidase 4,0.2812216937668111,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,FKBP1A,FKBP1A,ENSG00000088832,FKBP prolyl isomerase 1A,0.24108053234830706,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,PPIA,PPIA,ENSG00000196262,peptidylprolyl isomerase A,0.18571387697906264,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,ITGA4,ITGA4,ENSG00000115232,integrin subunit alpha 4,0.09742535613771722,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,IL6,IL6,ENSG00000136244,interleukin 6,0.09709912911242727,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,ITGB7,ITGB7,ENSG00000139626,integrin subunit beta 7,0.09650140650100547,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,ITGB1,ITGB1,ENSG00000150093,integrin subunit beta 1,0.09599836725435128,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,TNFSF13B,TNFSF13B,ENSG00000102524,TNF superfamily member 13b,0.09444919912605455,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,ADA,ADA,ENSG00000196839,adenosine deaminase,0.0929493334532025,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,MS4A1,MS4A1,ENSG00000156738,membrane spanning 4-domains A1,0.09239496367117545,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,SELPLG,SELPLG,ENSG00000110876,selectin P ligand,0.09173793281840265,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,IL6R,IL6R,ENSG00000160712,interleukin 6 receptor,0.07614884922566044,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,IMPDH1,IMPDH1,ENSG00000106348,inosine monophosphate dehydrogenase 1,0.07456273568263859,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,IMPDH2,IMPDH2,ENSG00000178035,inosine monophosphate dehydrogenase 2,0.07391597093694036,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,EEF2,EEF2,ENSG00000167658,eukaryotic translation elongation factor 2,0.07391597093694036,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,ALDH5A1,ALDH5A1,ENSG00000112294,aldehyde dehydrogenase 5 family member A1,0.07391597093694036,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,TNFSF13,TNFSF13,ENSG00000161955,TNF superfamily member 13,0.07391597093694036,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,MAS1,MAS1,ENSG00000130368,"MAS1 proto-oncogene, G protein-coupled receptor",0.07391597093694036,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,ELANE,ELANE,ENSG00000197561,"elastase, neutrophil expressed",0.07391597093694036,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,FGFR2,FGFR2,ENSG00000066468,fibroblast growth factor receptor 2,0.07391597093694036,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,CNR1,CNR1,ENSG00000118432,cannabinoid receptor 1,0.07391597093694036,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,LHCGR,LHCGR,ENSG00000138039,luteinizing hormone/choriogonadotropin receptor,0.06929622275338158,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,STAT3,STAT3,ENSG00000168610,signal transducer and activator of transcription 3,0.0685084597199398,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,CSF3,CSF3,ENSG00000108342,colony stimulating factor 3,0.06499744322697053,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,CD83,CD83,ENSG00000112149,CD83 molecule,0.060580297847067366,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,IL18,IL18,ENSG00000150782,interleukin 18,0.05821797688744611,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,CD4,CD4,ENSG00000010610,CD4 molecule,0.05813841724188101,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,CD6,CD6,ENSG00000013725,CD6 molecule,0.056124807376701794,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,TCIRG1,TCIRG1,ENSG00000110719,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",0.05377386885662411,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,CTLA4,CTLA4,ENSG00000163599,cytotoxic T-lymphocyte associated protein 4,0.05187794839295208,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,LAG3,LAG3,ENSG00000089692,lymphocyte activating 3,0.05097122162526512,OpenTargets,MONDO_0020546,acute graft versus host disease
412,DIS8KLVM,Acute graft versus host disease,IL7,IL7,ENSG00000104432,interleukin 7,0.05007633558086206,OpenTargets,MONDO_0020546,acute graft versus host disease
413,DIS8KNVF,Chagas disease,TGFB1,TGFB1,ENSG00000105329,transforming growth factor beta 1,0.0885058615966489,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBA1B,TUBA1B,ENSG00000123416,tubulin alpha 1b,0.07520950042833682,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBB2A,TUBB2A,ENSG00000137267,tubulin beta 2A class IIa,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBB1,TUBB1,ENSG00000101162,tubulin beta 1 class VI,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBA1A,TUBA1A,ENSG00000167552,tubulin alpha 1a,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBB6,TUBB6,ENSG00000176014,tubulin beta 6 class V,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBA1C,TUBA1C,ENSG00000167553,tubulin alpha 1c,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,HMGCR,HMGCR,ENSG00000113161,3-hydroxy-3-methylglutaryl-CoA reductase,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBB2B,TUBB2B,ENSG00000137285,tubulin beta 2B class IIb,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBB3,TUBB3,ENSG00000258947,tubulin beta 3 class III,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBA3C,TUBA3C,ENSG00000198033,tubulin alpha 3c,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBA3E,TUBA3E,ENSG00000152086,tubulin alpha 3e,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBB,TUBB,ENSG00000196230,tubulin beta class I,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBB8,TUBB8,ENSG00000261456,tubulin beta 8 class VIII,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBA4A,TUBA4A,ENSG00000127824,tubulin alpha 4a,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBB4A,TUBB4A,ENSG00000104833,tubulin beta 4A class IVa,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TUBB4B,TUBB4B,ENSG00000188229,tubulin beta 4B class IVb,0.07391597093694036,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,CD4,CD4,ENSG00000010610,CD4 molecule,0.05636042855139297,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,CTLA4,CTLA4,ENSG00000163599,cytotoxic T-lymphocyte associated protein 4,0.05581668068214608,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,TREX1,TREX1,ENSG00000213689,three prime repair exonuclease 1,0.055446423021213886,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,FOXP3,FOXP3,ENSG00000049768,forkhead box P3,0.05490177106258086,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,SIRT1,SIRT1,ENSG00000096717,sirtuin 1,0.053630348679721565,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,PARP1,PARP1,ENSG00000143799,poly(ADP-ribose) polymerase 1,0.053248115667884226,OpenTargets,MONDO_0001444,Chagas disease
413,DIS8KNVF,Chagas disease,ZFPM2,ZFPM2,ENSG00000169946,"zinc finger protein, FOG family member 2",0.05221608976912809,OpenTargets,MONDO_0001444,Chagas disease
415,DIS8Q3VE,Neonatal sepsis,VDR,VDR,ENSG00000111424,vitamin D receptor,0.2716766851157803,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE4A,PDE4A,ENSG00000065989,phosphodiesterase 4A,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE3A,PDE3A,ENSG00000172572,phosphodiesterase 3A,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE7A,PDE7A,ENSG00000205268,phosphodiesterase 7A,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,ADORA2B,ADORA2B,ENSG00000170425,adenosine A2b receptor,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE8A,PDE8A,ENSG00000073417,phosphodiesterase 8A,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE10A,PDE10A,ENSG00000112541,phosphodiesterase 10A,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,ADORA2A,ADORA2A,ENSG00000128271,adenosine A2a receptor,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE4C,PDE4C,ENSG00000105650,phosphodiesterase 4C,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE4B,PDE4B,ENSG00000184588,phosphodiesterase 4B,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE1C,PDE1C,ENSG00000154678,phosphodiesterase 1C,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PTGER4,PTGER4,ENSG00000171522,prostaglandin E receptor 4,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,OXTR,OXTR,ENSG00000180914,oxytocin receptor,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE4D,PDE4D,ENSG00000113448,phosphodiesterase 4D,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PTGER3,PTGER3,ENSG00000050628,prostaglandin E receptor 3,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE6G,PDE6G,ENSG00000185527,phosphodiesterase 6G,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE7B,PDE7B,ENSG00000171408,phosphodiesterase 7B,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE6A,PDE6A,ENSG00000132915,phosphodiesterase 6A,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE1A,PDE1A,ENSG00000115252,phosphodiesterase 1A,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE3B,PDE3B,ENSG00000152270,phosphodiesterase 3B,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE8B,PDE8B,ENSG00000113231,phosphodiesterase 8B,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE5A,PDE5A,ENSG00000138735,phosphodiesterase 5A,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PTGER1,PTGER1,ENSG00000160951,prostaglandin E receptor 1,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE6H,PDE6H,ENSG00000139053,phosphodiesterase 6H,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE6B,PDE6B,ENSG00000133256,phosphodiesterase 6B,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE9A,PDE9A,ENSG00000160191,phosphodiesterase 9A,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE6D,PDE6D,ENSG00000156973,phosphodiesterase 6D,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE6C,PDE6C,ENSG00000095464,phosphodiesterase 6C,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE1B,PDE1B,ENSG00000123360,phosphodiesterase 1B,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PDE2A,PDE2A,ENSG00000186642,phosphodiesterase 2A,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,PTGER2,PTGER2,ENSG00000125384,prostaglandin E receptor 2,0.25870589827929125,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,TRIB1,TRIB1,ENSG00000173334,tribbles pseudokinase 1,0.21356986378884182,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,CRP,CRP,ENSG00000132693,C-reactive protein,0.10685862271996942,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,IL6,IL6,ENSG00000136244,interleukin 6,0.09469180572138866,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,TNF,TNF,ENSG00000232810,tumor necrosis factor,0.09398018608916867,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,IL10,IL10,ENSG00000136634,interleukin 10,0.08448794007354735,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,CXCL8,CXCL8,ENSG00000169429,C-X-C motif chemokine ligand 8,0.07860504787666081,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,MBL2,MBL2,ENSG00000165471,mannose binding lectin 2,0.07460391931720169,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,NR3C1,NR3C1,ENSG00000113580,nuclear receptor subfamily 3 group C member 1,0.07391597093694036,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,CALCA,CALCA,ENSG00000110680,calcitonin related polypeptide alpha,0.07161236038456538,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,TREM1,TREM1,ENSG00000124731,triggering receptor expressed on myeloid cells 1,0.06446846401572953,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,IL18,IL18,ENSG00000150782,interleukin 18,0.05580364557316139,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,MTNR1A,MTNR1A,ENSG00000168412,melatonin receptor 1A,0.05543697820270527,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,MTNR1B,MTNR1B,ENSG00000134640,melatonin receptor 1B,0.05543697820270527,OpenTargets,HP_0040187,Neonatal sepsis
415,DIS8Q3VE,Neonatal sepsis,ALB,ALB,ENSG00000163631,albumin,0.052612287744586615,OpenTargets,HP_0040187,Neonatal sepsis
416,DIS8QVTT,Pyoderma gangrenosum,NR3C1,NR3C1,ENSG00000113580,nuclear receptor subfamily 3 group C member 1,0.3233823728491141,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,IL1RL2,IL1RL2,ENSG00000115598,interleukin 1 receptor like 2,0.2608842635394453,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,IL1RAP,IL1RAP,ENSG00000196083,interleukin 1 receptor accessory protein,0.25944505798866063,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,ELANE,ELANE,ENSG00000197561,"elastase, neutrophil expressed",0.25907547813397597,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,JAK2,JAK2,ENSG00000096968,Janus kinase 2,0.07603335552107146,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,IL1A,IL1A,ENSG00000115008,interleukin 1 alpha,0.07498279027278386,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,JAK1,JAK1,ENSG00000162434,Janus kinase 1,0.07485788626103262,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,IL23A,IL23A,ENSG00000110944,interleukin 23 subunit alpha,0.07456273568263859,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,IL12B,IL12B,ENSG00000113302,interleukin 12B,0.07391597093694036,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,S1PR4,S1PR4,ENSG00000125910,sphingosine-1-phosphate receptor 4,0.07391597093694036,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,S1PR5,S1PR5,ENSG00000180739,sphingosine-1-phosphate receptor 5,0.07391597093694036,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,S1PR1,S1PR1,ENSG00000170989,sphingosine-1-phosphate receptor 1,0.07391597093694036,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,ITGB2,ITGB2,ENSG00000160255,integrin subunit beta 2,0.07356517805820213,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,CARD14,CARD14,ENSG00000141527,caspase recruitment domain family member 14,0.07022222561150827,OpenTargets,EFO_0006835,pyoderma gangrenosum
416,DIS8QVTT,Pyoderma gangrenosum,IL1RN,IL1RN,ENSG00000136689,interleukin 1 receptor antagonist,0.05540741181433049,OpenTargets,EFO_0006835,pyoderma gangrenosum
